id,state_name,district_name,health_id_created,awc_infra_drink_water_src,awc_infra_func_toilets,awc_infra_own_building,awc_did_not_open,awc_open_atleast_1_day,awc_open_atleast_15_days,awc_open_atleast_21_days,awc_open_atleast_25_days,adolescent_girls,children_0_6_months,children_0_2_years,children_3_6_years,children_6_months_3_years,children_measured_0_5_years,children_measured_0_6_years,children_attend_awc_atleast_25_days,hcm_given_1_6_days,hcm_given_7_14_days,hcm_given_15_20_days,hcm_given_atleast_1_day,hcm_given_atleast_15_days,hcm_given_atleast_25_days,lactating_mothers,pregnant_women,pregnant_women_and_lactating_mother,obese_or_overweight,severely_moderately_underweight,severely_or_moderately_stunted,wasting_sam_or_mam,thr_given_atleast_1_day,thr_given_atleast_25_days,awc_mini,awc_regular,awc_rural,awc_urban,awc_total,awc_tribal_rural,awc_tribal_urban,janman_rural,janman_urban,awc_rural_pvtg,awc_urban_pvtg
23598,Andhra Pradesh,Annamayya,3388,2265,1792,1050,0,2275,2275,2275,1833,0,5982,22011,33521,44683,78957,83969,3538,8223,4065,5155,30101,17813,2649,6350,8544,11777,2,4,8,3,42823,42777,410,1865,2144,131,2275,0,0,0,0,0,0
23599,Andhra Pradesh,Bapatla,623,1886,1747,600,0,1888,1888,1867,1341,0,4160,14521,20331,28887,50710,52837,2381,5751,2893,3439,19640,10996,1589,4414,5410,8119,1,5,12,3,24338,24222,11,1877,1677,211,1888,0,0,0,0,0,0
23600,Andhra Pradesh,Chittoor,9326,2419,2132,1112,0,2420,2420,2419,1579,0,5978,18635,27888,45173,77129,78682,4398,6483,3358,4725,29284,19443,2499,6377,9130,10826,2,6,12,4,38307,38239,622,1798,2157,263,2420,0,0,0,0,0,0
23601,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,381,1723,1699,693,0,1726,1726,1726,1352,0,4466,13930,27912,32165,59179,63843,3251,6092,2377,2987,21877,13408,2132,4814,6600,8723,1,6,14,4,33926,33846,90,1636,1660,66,1726,0,0,0,0,0,0
23602,Andhra Pradesh,East Godavari,3524,1556,1550,715,0,1556,1556,1556,1526,0,5643,17579,29280,37648,67624,72157,6406,7858,2577,2658,24997,14562,4366,5860,7317,10272,1,5,11,3,42191,42162,23,1533,1324,232,1556,0,0,0,0,0,0
23603,Andhra Pradesh,Eluru,457,2226,2148,975,0,2226,2226,2226,1050,0,6049,19070,41936,42351,81041,89881,1375,7739,3615,4947,28944,17590,1058,6256,7765,10980,2,6,12.5,4,44340,44249,266,1960,1977,249,2226,245,0,0,0,82,0
23604,Andhra Pradesh,Guntur,2940,1480,1439,378,0,1480,1480,1480,1477,0,5253,16438,42034,41894,78114,88285,2875,6091,2895,3183,20423,11437,2287,5870,7885,9459,2,6,14,4,41110,41052,17,1463,1008,472,1480,0,0,0,0,0,0
23605,Andhra Pradesh,Kakinada,300,1986,1954,735,0,1986,1986,1985,1905,0,6891,23020,31750,46680,80139,84118,5678,8850,3421,3813,28300,16029,4199,7364,9316,13528,2,7,15,4,46160,46092,48,1938,1533,453,1986,3,0,0,0,2,0
23606,Andhra Pradesh,Krishna,5488,1707,1697,1025,0,1707,1707,1707,1398,0,4619,14005,31177,32549,60801,67982,1476,4834,2432,3092,17756,10490,1333,4932,5872,8296,2,6,16.5,4,30066,30036,108,1599,1490,217,1707,0,0,0,0,0,0
23607,Andhra Pradesh,Kurnool,1434,1879,1826,726,0,1886,1886,1872,1632,0,10540,37956,51127,85700,142164,146467,9936,13485,7173,8388,48933,28275,6598,11978,17700,21909,1,4.5,10,2,94138,94064,16,1870,1528,358,1886,0,0,0,0,0,0
23608,Andhra Pradesh,Nandyal,389,1646,1461,635,0,1663,1663,1660,1565,0,6360,21223,39682,49598,89361,95277,5679,7771,3460,4669,31517,20286,4781,6759,9730,11939,1,8,15,4,61663,61619,43,1620,1404,259,1663,9,0,0,0,0,0
23609,Andhra Pradesh,Ntr,359,1475,1406,585,0,1475,1475,1475,1361,0,5754,18932,43882,41464,79390,90531,3012,5548,2725,3172,20458,12185,2800,6130,7831,11108,2,7,17.5,3,46638,46592,50,1425,1001,474,1475,0,0,0,0,0,0
23610,Andhra Pradesh,Palnadu,355,2029,1962,561,0,2031,2031,2031,1914,0,6621,20191,40507,49267,89439,95615,6327,8327,3803,4953,32483,20353,5080,7270,8807,11333,3,7,17.5,5,49042,49008,21,2010,1708,323,2031,10,0,0,0,10,0
23611,Andhra Pradesh,Parvathipuram Manyam,608,2072,2000,734,0,2075,2075,2071,2019,8083,2865,9496,19185,22014,41502,43628,12530,6363,1824,1549,23503,15316,8098,3168,4180,5325,1,6.5,15,4,17186,17081,620,1455,1888,187,2075,1007,0,7,0,43,0
23612,Andhra Pradesh,Prakasam,5428,2886,2489,1172,1,2902,2901,2901,2457,0,6980,19953,41123,47939,90315,95363,11592,8717,3210,3558,38347,26420,6218,7345,9076,11705,3,8,20,5,43526,43378,227,2676,2500,403,2903,27,0,0,0,1,0
23613,Andhra Pradesh,Sri Potti Sriramulu Nellore,3979,2832,2467,1066,0,2934,2906,2809,1774,0,5981,24071,44181,48688,91260,97962,4021,10356,4734,6555,38600,23510,3448,6606,9048,12540,2,10,18,7,24178,24117,230,2704,2461,473,2934,0,0,0,0,0,0
23614,Andhra Pradesh,Sri Sathya Sai,664,2738,2149,1015,0,2824,2824,2823,2606,0,5500,18963,31881,42665,76156,78999,8722,9755,3380,4542,31479,18344,4527,6125,8548,10986,1,5,11,4,39224,39097,521,2303,2438,386,2824,0,0,0,0,0,0
23615,Andhra Pradesh,Srikakulam,5109,3374,2715,996,0,3385,3382,3354,2855,0,6976,21829,33396,44943,80994,84723,5426,8317,2851,3666,25424,14256,3238,7383,8798,12651,3,7,16,5,46216,46073,594,2791,3054,331,3385,27,0,25,0,27,0
23616,Andhra Pradesh,Tirupati,512,2478,2354,1087,1,2491,2483,2098,977,0,6256,25623,36576,50673,88492,92831,2033,9955,3993,5292,26819,12871,701,6686,9438,13319,3,7.5,18.5,5,41604,41498,360,2132,2065,427,2492,0,0,0,0,0,0
23617,Andhra Pradesh,Visakhapatnam,553,776,624,212,0,776,776,776,736,0,5666,20188,36341,46036,79516,86983,1161,6671,2207,2355,14983,6105,700,6016,9218,11311,1,6,12,5,46824,46619,36,740,220,556,776,0,0,0,0,0,0
23618,Andhra Pradesh,Vizianagaram,2548,2497,2185,799,0,2499,2499,2498,2471,0,5757,16653,17526,34640,56646,57165,6374,5609,1732,2247,22045,14704,5030,6074,7206,10306,1,6,12,4,40351,40265,274,2225,2177,322,2499,0,0,0,0,0,0
23619,Andhra Pradesh,West Godavari,2860,1626,1622,608,0,1626,1626,1626,1508,0,4945,14497,36347,34569,66418,75187,1757,6995,2665,3422,19961,10301,1389,5144,6593,9040,1,5,9,3,40039,39982,71,1555,1420,206,1626,0,0,0,0,0,0
23620,Andhra Pradesh,Y.S.R. Kadapa,11189,2388,2145,1082,0,2389,2389,2389,1979,10212,7958,23667,42851,53443,97279,103924,5438,10810,3920,4473,30924,16194,2266,8075,10351,13570,1,3,6,3,74003,73889,177,2212,1698,691,2389,0,0,0,0,0,0
23876,Karnataka,Bagalkote,38720,2204,2207,1519,0,2444,2444,2444,2440,0,10050,30590,48016,66871,113872,123154,25573,6285,2806,3886,53298,44207,22196,10984,14858,18840,5,13.5,34,2,76365,76184,29,2415,1771,673,2444,0,0,0,0,0,0
23877,Karnataka,Ballari,17553,1280,1336,947,0,1358,1358,1358,1349,0,7386,23595,32954,54260,88013,93276,15399,6550,3215,3416,39509,29744,12654,9706,12823,15659,4,20,40,3,66807,66698,1,1357,941,417,1358,0,0,0,0,0,0
23878,Karnataka,Belagavi,153477,5586,5433,3350,0,5656,5656,5656,5653,0,26187,81261,187667,173504,329571,387031,77573,25102,11522,13854,170423,133799,72456,27447,38826,46825,4,15.5,34.5,3,215932,215376,3,5653,4400,1256,5656,0,0,0,0,0,0
23879,Karnataka,Bengaluru Rural,49258,1261,1274,1050,0,1277,1277,1277,1271,0,3443,10505,18831,24794,43611,46948,7474,2857,1148,1918,18878,14873,6159,3654,5578,5911,4,10,32,0,30249,30185,61,1216,1111,166,1277,0,0,0,0,0,0
23880,Karnataka,Bengaluru South,7865,1403,1545,1074,0,1586,1586,1586,1583,0,3713,10133,14579,22354,38341,40442,5875,1791,1046,2090,15968,13131,4875,3915,4762,5834,5,8,23.5,1,28221,28143,240,1346,1355,231,1586,0,0,0,0,0,0
23881,Karnataka,Bengaluru Urban,48596,2833,2876,1110,0,2877,2877,2877,2862,0,10615,38540,57996,100334,160496,168580,27383,7998,6783,8011,68886,54105,23498,11661,19568,20701,4,7,25,1,99853,99179,0,2877,995,1882,2877,0,0,0,0,0,0
23882,Karnataka,Bidar,67001,1701,1521,1419,0,2051,2051,2051,2036,0,7717,25850,40985,59417,99334,106269,7798,11168,6309,8223,44266,26789,5166,8614,12698,15327,7,19,38,5,59556,59374,7,2044,1672,379,2051,0,0,0,0,0,0
23883,Karnataka,Chamarajanagar,19038,1135,1263,1079,0,1444,1444,1444,1444,0,3006,8710,15132,19169,34339,37124,4886,2071,1432,2317,16020,12517,3761,3131,3779,4876,7,14,35.5,4,22465,22401,40,1404,1262,182,1444,28,0,4,0,5,0
23884,Karnataka,Chikkaballapura,16682,1929,1979,1229,0,2014,2014,2014,2013,0,5036,14963,20138,31913,53898,56807,8701,3119,1216,1979,22229,17894,7599,5214,6856,8621,9,14,42,3,37173,37066,20,1994,1804,210,2014,0,0,0,0,0,0
23885,Karnataka,Chikkamagaluru,36929,1827,1849,1631,0,1858,1858,1858,1838,0,3894,10629,20420,22788,42541,47039,6787,2805,1381,2756,18414,14228,5248,3995,4733,6101,1,5,11.5,0,27529,27473,23,1835,1683,175,1858,0,0,0,0,0,0
23886,Karnataka,Chitradurga,23048,2320,2207,1810,0,2428,2428,2428,2428,0,8210,24418,46653,52232,96130,106951,33507,4296,1350,1494,46188,40542,29749,8627,10379,13943,5,12.5,30.5,3,73125,73037,60,2368,2145,283,2428,0,0,0,0,0,0
23887,Karnataka,Dakshina Kannada,98855,2120,2128,1927,0,2131,2131,2131,2129,0,10080,25865,31084,51247,87959,92076,10601,3957,2291,4759,33599,27351,8001,10210,11297,15667,3,8,18.5,0,55109,54974,0,2131,1645,486,2131,0,1,0,1,0,1
23888,Karnataka,Davanagere,97477,1728,1725,1179,0,1771,1771,1771,1771,0,8413,23723,37719,49909,88149,95938,22602,5733,3244,3356,40180,31203,14244,8458,11007,14353,3,12,28,3,70142,69918,42,1729,1380,391,1771,0,0,0,0,0,0
23889,Karnataka,Dharwad,11372,1556,1538,862,0,1622,1622,1622,1608,0,8838,25494,35122,52468,88476,95231,10498,4317,2733,5197,36130,29080,8706,9221,13024,15938,2,17.5,32.5,1,58456,58311,0,1622,1016,606,1622,0,0,0,0,0,0
23890,Karnataka,Gadag,32197,1199,1148,927,0,1248,1248,1248,1240,0,6053,17631,29388,36493,64715,71532,11011,3970,2520,3488,30745,24255,9773,6355,8465,10938,3,13.5,30.5,1,48284,48181,1,1247,913,335,1248,0,0,0,0,0,0
23891,Karnataka,Hassan,55112,2294,2449,1923,0,2691,2691,2691,2690,0,5520,15268,20662,32302,55439,58297,9986,5589,1929,2500,25445,17927,9253,6063,7744,9390,3,5,13,1,44788,44684,130,2561,2462,229,2691,0,0,0,0,0,0
23892,Karnataka,Haveri,19294,1990,1979,1482,0,1991,1991,1991,1988,0,8555,25879,43250,54325,95783,105941,16723,7956,4439,5850,47601,35206,13032,8898,12604,15714,3,21,39,0,63818,63670,5,1986,1668,323,1991,0,0,0,0,0,0
23893,Karnataka,Kalaburagi,39379,2845,2811,2010,0,3420,3420,3420,3302,0,12364,41516,77843,93233,163119,181065,21005,20542,11923,15344,90625,58160,13635,14891,21511,25644,6,18,39,4,102210,101871,13,3407,2546,874,3420,0,0,0,0,0,0
23894,Karnataka,Kodagu,974,886,885,795,0,888,888,888,883,0,1830,5458,6888,11188,18871,19862,3300,1471,1532,1095,8769,5766,2929,1822,2561,3114,8,11,34.5,1,12531,12512,6,882,825,63,888,5,0,4,0,5,0
23895,Karnataka,Kolar,34124,2104,2149,1122,0,2180,2180,2180,2176,0,5073,17337,26087,41821,68396,72560,13450,5722,2225,2461,30882,22935,10902,5658,8168,9395,6,7,25.5,1,53434,53315,21,2159,1835,345,2180,0,0,0,0,0,0
23896,Karnataka,Koppal,66273,1404,1611,1402,0,1960,1960,1960,1946,0,9191,26921,53104,56844,105232,118734,13521,7764,6862,9077,56100,41474,10729,9549,12929,16886,3,25,46,4,63347,63174,17,1943,1578,382,1960,0,0,0,0,0,0
23897,Karnataka,Mandya,23385,2541,2552,1777,0,2558,2558,2558,2547,0,6689,17891,19662,35730,59808,61853,8719,3635,1330,2206,22483,17518,7871,6800,7347,10415,7,8,28.5,0,50571,50412,249,2309,2288,270,2558,0,0,0,0,0,0
23898,Karnataka,Mysuru,111032,2911,2908,2224,0,2933,2933,2933,2910,0,10565,28692,39323,59393,101608,108727,13482,5247,3797,5574,38435,29391,11479,10763,13291,16812,7,14.5,38,1,75177,75041,102,2831,2450,483,2933,24,0,10,0,11,0
23899,Karnataka,Raichur,50125,2268,2494,1923,0,2856,2856,2856,2836,41108,9821,30722,74107,71176,132716,152888,14061,15718,12967,14215,79099,50414,11240,11115,15343,19274,3,32.5,46.5,11,81163,80901,23,2833,2204,652,2856,0,0,0,0,0,0
23900,Karnataka,Shivamogga,74918,2472,2536,2078,0,2563,2563,2563,2541,0,7707,21233,29191,43998,75343,80711,7747,4093,3008,5748,30423,23322,5590,7891,10300,12793,4,9,24,1,58916,58791,1,2562,2102,461,2563,0,0,0,0,0,0
23901,Karnataka,Tumakuru,140463,4096,4135,2975,0,4199,4199,4199,4192,0,10110,30599,48918,65466,115570,124201,32977,5106,1890,2304,53900,46904,28226,10349,13056,16554,6,11,32,2,90559,89955,416,3783,3782,417,4199,0,0,0,0,0,0
23902,Karnataka,Udupi,14445,1221,1222,1054,0,1222,1222,1222,1208,0,4326,11365,13996,21864,38063,39968,6138,2094,859,1791,15303,12350,4490,4326,4711,6975,4,10.5,25,0,29306,28934,0,1222,1064,158,1222,0,0,0,0,0,0
23903,Karnataka,Uttara Kannada,22439,2781,2776,2139,0,2782,2782,2782,2767,0,6269,17288,33219,34448,64296,73516,6762,3546,3534,6205,29599,22519,5221,6390,7228,10405,2,13.5,26.5,1,38156,37902,108,2674,2381,401,2782,0,0,0,0,0,0
23904,Karnataka,Vijayanagara,5575,976,1448,1269,0,1591,1591,1591,1574,0,6997,20967,46084,46878,87465,98763,11837,7825,3899,6330,43711,31987,9989,7875,11150,13227,6,17,42.5,5,54871,54744,16,1575,1248,343,1591,0,0,0,0,0,0
23905,Karnataka,Vijayapura,66437,2726,2644,1450,0,2755,2754,2753,2703,0,13672,38811,83480,81749,154896,175280,29306,12932,10205,13302,91686,68549,21713,16108,22558,27008,10,15.5,40,3,90297,89973,1,2754,2172,583,2755,0,0,0,0,0,0
23906,Karnataka,Yadgir,5632,1242,1366,921,0,1568,1568,1568,1541,27074,6765,22301,48451,49883,89916,102961,19197,9063,7271,8536,58879,42545,17302,7845,10804,13451,7,20.5,45.5,5,65690,65172,0,1568,1284,284,1568,0,0,0,0,0,0
23907,Kerala,Alappuzha,1353,2117,2138,1153,0,2150,2120,1131,9,0,3329,8755,42254,24972,55125,67422,0,7705,5010,5931,19122,6407,0,3750,4439,4645,12,10,41,3,3758,3732,0,2150,1825,325,2150,0,0,0,0,0,0
23908,Kerala,Ernakulam,1459,2833,2857,2058,0,2858,2839,2304,9,0,7298,19116,74750,46858,96690,118854,0,9100,7475,7980,25316,8741,0,7408,8464,9934,4,7.5,24.5,3,15007,14933,0,2858,2112,746,2858,0,0,0,0,0,0
23909,Kerala,Idukki,627,1463,1552,1237,1,1560,1550,1292,14,0,2588,7127,23742,17868,35640,41834,5,3424,3131,3761,10720,4165,1,2701,3311,3679,8,9,37.5,2,9023,9003,2,1559,1471,90,1561,0,0,0,0,0,0
23910,Kerala,Kannur,99,2426,2494,2061,1,2503,2484,1982,0,0,8075,19253,37143,43306,73785,78027,0,7568,6956,7846,23206,8682,0,8330,9416,11491,5,8,29.5,2,19269,19222,0,2504,1871,633,2504,14,0,0,0,0,0
23911,Kerala,Kasaragod,38,1294,1342,1208,1,1347,1338,958,10,0,4862,11412,39298,28392,50579,60512,0,5827,4169,3917,14342,4346,0,5086,6192,6200,8,8.5,34.5,3,9726,9705,0,1348,1207,141,1348,0,0,0,0,0,0
23912,Kerala,Kollam,161,2640,2707,1843,1,2722,2638,1951,65,0,5705,15903,60674,40577,82960,101607,0,8913,5671,6160,21525,6941,9,5899,7182,8308,7,6,29,2,10884,10805,0,2723,2128,595,2723,0,0,0,0,0,0
23913,Kerala,Kottayam,172,2009,2050,1267,1,2049,2036,1601,1,0,3094,8099,28346,21871,43584,50265,0,5999,4167,4108,14712,4546,0,3439,4187,4269,9,8,36.5,2,6879,6845,0,2050,1748,302,2050,0,0,0,0,0,0
23914,Kerala,Kozhikode,1787,2772,2928,2380,0,2938,2929,2527,40,0,10107,26181,96400,67153,127069,156575,0,12940,8482,8270,30469,9047,0,10512,14083,13874,6,9,33.5,3,24093,23906,1,2937,2038,900,2938,0,0,0,0,0,0
23915,Kerala,Malappuram,226,3730,3797,3045,0,3808,3807,3589,21,0,27374,69549,225778,167778,292778,359611,0,20968,19335,19593,61692,21389,0,27457,29316,36424,3,14,38,3,81285,81170,0,3808,3154,654,3808,0,0,0,0,0,0
23916,Kerala,Palakkad,1232,2756,2830,2349,2,2836,2823,2437,40,0,8560,23906,89789,61430,124331,152381,16,11391,7444,8933,28890,10055,12,8802,10280,12093,9,12,41.5,3,28013,27953,0,2838,2575,263,2838,175,0,4,0,22,0
23917,Kerala,Pathanamthitta,298,1325,1384,817,1,1388,1375,387,1,0,2034,5602,20348,14176,28622,34700,0,3855,3124,2342,9321,2342,0,2071,2171,2827,6,6,26,2,2755,2738,0,1389,1230,159,1389,0,0,0,0,0,0
23918,Kerala,Thiruvananthapuram,1106,3009,3057,1935,3,3058,2989,2286,88,0,7762,19102,73470,50777,88602,107451,12,13046,7528,7378,28570,7996,44,8078,8982,10115,4,6,23.5,2,7301,7280,0,3061,2184,877,3061,10,0,0,0,0,0
23919,Kerala,Thrissur,3138,2899,3009,2500,1,3015,3013,2885,3,0,6843,18608,82163,51283,102891,128198,0,9590,7186,6020,23389,6613,0,7264,8619,9376,9,9,42,2,13943,13913,0,3016,2386,630,3016,0,0,0,0,0,0
23920,Kerala,Wayanad,179,864,876,764,0,876,865,642,13,17912,2383,6997,27592,17783,36597,45607,0,4079,2045,1691,7960,1836,0,2522,3448,3591,6,12,36.5,4,5948,5933,0,876,765,111,876,3,0,3,0,3,0
24101,Puducherry,Karaikal,139,171,170,96,0,172,172,172,162,0,519,1522,864,4169,5515,5522,167,364,771,1470,6481,5346,301,590,693,783,12,14.5,44,8,3438,2,0,172,125,47,172,0,0,0,0,0,0
24102,Puducherry,Mahe,0,13,13,4,0,13,13,11,0,0,27,113,77,292,369,369,0,156,83,17,275,36,0,28,63,53,15,17,51,8,166,13,0,13,0,13,13,0,0,0,0,0,0
24103,Puducherry,Puducherry,946,653,643,270,0,661,661,660,642,0,2703,7906,1597,17770,21793,21794,204,808,1267,3669,26106,24031,2154,2799,2887,4185,5,8,23,5,17617,18,0,661,299,362,661,0,0,0,0,0,0
24104,Puducherry,Yanam,0,0,0,0,0,9,9,8,8,0,50,191,53,498,576,576,11,22,90,24,714,602,100,56,70,105,11,12,42,4,302,0,0,9,0,9,9,0,0,0,0,0,0
24175,Tamil Nadu,Ariyalur,1824,774,681,559,0,774,774,774,739,0,3192,9260,21976,21171,41379,45894,2335,2973,1250,2212,19055,14832,5364,3182,3868,5152,1,4,8.5,2,17477,17446,83,691,720,54,774,0,0,0,0,0,0
24176,Tamil Nadu,Chengalpattu,963,1267,1259,994,0,1267,1267,1267,1224,0,6867,18321,43208,41544,79021,90858,3814,2444,857,2338,28727,25426,10644,6847,8548,10683,0,5.5,9,3,36501,36480,98,1169,1022,245,1267,0,1,0,1,0,1
24177,Tamil Nadu,Chennai,7284,1806,1804,1684,147,1659,1659,1659,1646,0,11648,32164,63063,73359,130470,145473,4835,1632,684,3314,36416,34100,16050,11724,14421,18030,1,4.5,10,2,66635,66614,164,1642,0,1806,1806,0,0,0,0,0,0
24178,Tamil Nadu,Coimbatore,2123,1697,1697,1421,57,1640,1640,1640,1634,0,11157,29924,66359,62913,122531,139909,8746,3125,1382,3296,37506,32999,15090,11202,15081,18467,1,4,7,2,65135,65106,200,1497,763,934,1697,29,13,0,0,1,0
24179,Tamil Nadu,Cuddalore,852,2023,1995,1572,0,2023,2023,2023,1984,0,8858,24880,64155,60736,117038,132590,12681,6591,4696,6884,64855,53568,21229,9172,12325,14254,1,5,12,3,48146,47894,134,1889,1675,348,2023,0,0,0,0,0,0
24180,Tamil Nadu,Dharmapuri,788,1336,1330,1032,0,1336,1336,1336,1310,0,6463,20420,54346,47157,92581,106710,5013,5295,2581,4510,32553,24677,6890,6585,7810,10175,1,3,11,2,34194,34021,249,1087,1242,94,1336,62,0,3,0,3,0
24181,Tamil Nadu,Dindigul,5148,2035,1997,1564,0,2035,2035,2035,1979,0,8856,24334,68729,53953,109148,130604,7038,2283,1067,2751,39201,35851,16707,8749,9449,13451,1,7,15.5,3,44673,44653,96,1939,1541,494,2035,17,5,0,0,0,0
24182,Tamil Nadu,Erode,12371,2080,2028,1530,44,2036,2036,2036,2017,0,7065,19844,50148,43305,86862,100278,6102,4362,3145,5501,36222,28715,10282,7004,8459,11415,1,6.5,11,4,40714,40671,102,1978,1290,790,2080,0,0,0,0,0,0
24183,Tamil Nadu,Kallakurichi,13483,1162,1156,762,0,1162,1161,1160,1102,0,7345,20677,52181,46953,91792,105998,6311,3443,1356,3333,37187,32388,14410,7316,8006,11167,0,6.5,12.5,3,36500,36444,45,1117,1089,73,1162,92,0,2,0,2,0
24184,Tamil Nadu,Kancheepuram,7183,941,928,848,0,941,941,941,919,0,4227,13040,27901,29910,54718,61443,4323,3989,1421,2508,24971,19561,7836,4216,5759,7323,0,4,8,2,23304,23272,96,845,732,209,941,3,0,2,0,3,0
24185,Tamil Nadu,Kanniyakumari,4946,1401,1401,871,7,1394,1394,1394,769,0,6208,17643,42780,39300,75059,88150,934,5077,2546,3713,26753,19130,1796,6198,7505,9478,1,3,6.5,2,34196,34159,33,1368,553,848,1401,9,1,0,0,0,0
24186,Tamil Nadu,Karur,3963,1052,972,712,0,1052,1052,1052,1031,0,4219,11794,31715,25881,52066,61433,3473,1614,587,1819,20612,18411,7393,4212,4797,6540,1,6,11.5,4,22897,22850,285,767,787,265,1052,0,0,0,0,0,0
24187,Tamil Nadu,Krishnagiri,4132,1795,1771,1305,3,1793,1793,1792,1755,0,6738,21274,54755,49902,96672,109336,4495,4529,2627,5366,37227,30071,8763,6788,9609,11346,1,7,16.5,4,37470,37387,507,1289,1678,118,1796,275,0,0,0,0,0
24188,Tamil Nadu,Madurai,339,2001,1974,1439,0,2001,2001,2001,1968,0,11699,32459,73891,69052,133846,153882,8353,3293,1473,4635,42959,38193,15649,11650,14597,19520,0,6,10.5,3,61838,60606,94,1907,1426,575,2001,0,0,0,0,0,0
24189,Tamil Nadu,Mayiladuthurai,529,692,643,515,0,692,692,691,616,0,2686,7592,20973,19735,35992,40763,1263,2021,1591,2262,14804,11192,3209,2718,3632,3979,1,5,11,3,9621,9607,111,581,626,66,692,0,0,0,0,0,0
24190,Tamil Nadu,Nagapattinam,1659,633,612,496,0,633,633,633,172,0,2361,6247,19192,15163,30419,36413,75,1543,813,1989,14088,11732,306,2359,2838,3457,1,5,10,3,11661,11640,64,569,537,96,633,0,0,0,0,0,0
24191,Tamil Nadu,Namakkal,12418,1599,1596,1123,0,1599,1599,1599,1579,0,6230,17291,43889,35698,72118,84942,3165,3306,2218,4447,28356,22832,6954,6160,7457,10473,1,6,9.5,4,32900,32791,29,1570,1157,442,1599,80,0,0,0,0,0
24192,Tamil Nadu,Perambalur,830,491,459,442,0,491,491,491,486,0,2651,7490,18764,16670,32672,37971,1488,1246,444,944,11016,9326,3403,2638,3265,4155,1,9.5,15,5,15892,15830,59,432,443,48,491,1,1,1,1,1,1
24193,Tamil Nadu,Pudukkottai,11154,1799,1730,1389,0,1799,1799,1799,1737,0,6235,17945,48642,41668,82975,96084,6537,8040,5450,8149,50074,36584,10047,6338,8109,10266,1,6,13.5,3,28407,28137,169,1630,1667,132,1799,0,0,0,0,0,0
24194,Tamil Nadu,Ramanathapuram,153,1454,1429,847,0,1454,1454,1454,1437,14051,4353,11675,35845,28258,57905,67636,3431,3370,2365,3570,26400,20665,6511,4377,5709,6780,1,6,13.5,3,21398,21343,247,1207,1267,187,1454,0,0,0,0,0,0
24195,Tamil Nadu,Ranipet,3986,959,944,677,0,959,959,959,946,0,4254,12654,33727,28856,56257,65629,3530,2771,1359,2760,24358,20228,6898,4252,5044,7131,0,6,11,4,20194,19367,13,946,762,197,959,3,0,3,0,3,0
24196,Tamil Nadu,Salem,8284,2697,2483,1931,0,2697,2697,2695,2602,0,13650,40408,101557,92059,178966,204605,10261,7694,4681,6624,66014,53639,20420,13649,16268,21754,1,4,10.5,2,80637,80539,153,2544,1865,832,2697,175,0,1,0,1,0
24197,Tamil Nadu,Sivaganga,997,1552,1414,1219,0,1552,1552,1552,1160,0,4658,13076,27790,29065,55273,61066,3794,2786,1332,3119,29555,25437,6139,4671,5985,7893,0,6,10.5,4,22126,22054,397,1155,1384,168,1552,0,0,0,0,0,0
24198,Tamil Nadu,Tenkasi,5521,1301,1300,951,0,1301,1301,1301,1300,0,5347,15615,43368,36120,72063,84766,4936,2502,1129,2902,27130,23499,9248,5358,6240,8497,1,5,10.5,3,31152,31145,129,1172,932,369,1301,0,0,0,0,0,0
24199,Tamil Nadu,Thanjavur,302,1749,1731,1269,0,1749,1749,1749,1693,0,7912,22750,57644,53254,104346,117699,4491,15522,9127,8794,51482,26833,4989,7901,10195,12472,1,4,10,2,45461,45198,120,1629,1421,328,1749,0,0,0,0,0,0
24200,Tamil Nadu,The Nilgiris,366,492,486,406,0,492,492,492,481,0,1137,3797,11298,9154,18285,21505,1815,895,377,696,7258,5986,2408,1143,1930,2107,1,11,24,4,6961,6933,44,448,261,231,492,40,12,14,2,22,2
24201,Tamil Nadu,Theni,226,1065,1050,656,0,1065,1065,1065,1031,0,3925,12230,20907,27889,48625,51821,2480,2950,1732,3877,21410,16728,4588,4074,5255,6388,1,5,12.5,3,19306,19131,22,1043,605,460,1065,0,0,0,0,0,0
24202,Tamil Nadu,Thiruvallur,20572,1762,1701,1414,5,1757,1757,1757,1726,0,8666,24503,64551,55790,107714,125016,5478,3432,1263,3020,42217,37522,18271,8739,11282,14567,1,6,13.5,3,53431,53389,41,1721,1511,251,1762,2,1,2,1,2,1
24203,Tamil Nadu,Thiruvarur,354,1260,1244,849,0,1260,1260,1260,1254,0,3870,11322,27625,27110,52908,58057,3923,8286,5723,6147,32071,18062,3527,3990,5200,6407,2,4,10,3,25210,21852,133,1127,1128,132,1260,0,0,0,0,0,0
24204,Tamil Nadu,Thoothukkudi,41,1505,1486,1047,0,1505,1505,1505,1456,0,5941,16309,39184,36177,71087,80904,4317,4412,2934,4417,33724,26378,8348,5918,6895,9333,1,4.5,10.5,2,29493,29431,100,1405,1121,384,1505,0,0,0,0,0,0
24205,Tamil Nadu,Tiruchirappalli,56961,1850,1829,1574,0,1850,1850,1850,1811,0,11583,32291,79460,70609,139828,161511,10940,6028,1346,3817,51091,43717,22037,11468,13697,18447,0,5,8.5,3,63274,62660,184,1666,1376,474,1850,0,0,0,0,0,0
